tt,lat,lon,alt,roll,pitch,yaw,ins_tt,ins_lat,ins_lon,ins_alt,ins_roll,ins_pitch,ins_yaw,mag_1_c
73.0,39.230141589006436,-95.28818009477955,306.0,-0.9059809366015643,-0.43028459215968545,-71.9659521428595,73.0,39.2301423222122,-95.28817048302085,291.1097136604418,-0.903817583852042,-0.42422852356089524,-71.95458365245142,-228.3618605579886
74.0,39.231162601667336,-95.28496834566599,306.0,-0.6224591436820324,0.11565155190041669,-71.65536397872283,74.0,39.231162946935044,-95.28495788299135,290.85185041532344,-0.6202809101896624,0.12165831265526668,-71.64402159456743,-234.44435313475978
75.0,39.23218535901942,-95.28175539178073,306.0,-0.5263279541502686,0.048561724168512815,-71.85570034647229,75.0,39.232185316781944,-95.28174406949948,290.5948484296113,-0.5242023844630794,0.05457268015800944,-71.84427849877297,-240.5688319480106
76.0,39.23320985359537,-95.27854120983712,306.0,-0.8680036772718303,-0.30725049287545264,-71.93897246266464,76.0,39.23320941904058,-95.27852901515642,290.3391168596698,-0.8658877578970459,-0.3012645114714362,-71.92753349312912,-246.53848135455704
77.0,39.23423607797329,-95.27532577645265,306.0,-0.6752582299278951,-0.5631748080776294,-71.8814827565336,77.0,39.23423524850348,-95.2753126968253,290.08461793523804,-0.6731506469184497,-0.5571929698119704,-71.87005225503303,-252.28532899220644
78.0,39.23526402472769,-95.27210906814219,306.0,-0.5207440557597655,-0.8873542697524622,-71.60896538437048,78.0,39.23526279086631,-95.27209509406403,289.83181646691986,-0.5185838706815405,-0.8813166393864122,-71.59755611577583,-258.03594749967635
79.0,39.23629368635848,-95.26889106127437,306.0,-0.5080895397734749,-0.8615468156580949,-71.2762388569454,79.0,39.23629204680041,-95.268876180161,289.58096748384264,-0.5059499893315288,-0.855557437311072,-71.26482038330379,-263.26232802365337
80.0,39.23732505523639,-95.26567173201104,306.0,-0.18688552402583167,-0.9520413524207448,-71.44283263213785,80.0,39.237323006993186,-95.26565593073373,289.3319732540561,-0.1847588418837658,-0.9460701540672405,-71.43144984274835,-267.50062725533644
81.0,39.238358123609906,-95.26245105626118,306.0,-0.16336278150676986,-0.8220571642452373,-71.44552669806932,81.0,39.23835566190547,-95.26243432461207,289.08458200362406,-0.1612569839439191,-0.8160404938378473,-71.43417797407271,-271.7614928027408
82.0,39.23939288368839,-95.25922900963835,306.0,0.15227906619262413,-0.7874664617243189,-71.47323051667794,82.0,39.239390010146366,-95.25921133790818,288.83902696533653,0.15440124864299698,-0.781483794115481,-71.46181986768924,-275.49862327065495
83.0,39.24042932775165,-95.25600556739181,306.0,0.49246383306899194,-0.7896741213767168,-71.4755982743988,83.0,39.24042603869349,-95.25598694287301,288.595380717907,0.4945668847774742,-0.7836135404291159,-71.46422346011286,-277.46539489818446
84.0,39.24146744820945,-95.25278070433318,306.0,0.1827897537375695,-0.8262035941143311,-71.50511514828284,84.0,39.24146373838337,-95.25276111436375,288.3541576635289,0.184789824929691,-0.8200944116567569,-71.49373775647862,-279.348941592254
85.0,39.24250723758783,-95.24955439482022,306.0,0.11086603384992161,-0.760990694926833,-71.66340830134719,85.0,39.24250310438006,-95.24953382825555,288.1145250562343,0.11284715041947284,-0.7548729262329965,-71.65198044814412,-281.11485191091987
86.0,39.243548688479635,-95.24632661282453,306.0,0.2495199090253466,-0.690559433677693,-71.55178348114404,86.0,39.243544128659195,-95.24630505347984,287.8781310114131,0.2514987193974641,-0.6844725405260609,-71.54034488984024,-281.71576472578784
87.0,39.24459179349745,-95.2430973320431,306.0,0.15797275662889573,-0.723097969751587,-71.71348042787436,87.0,39.24458680375295,-95.24307476793166,287.64375340943445,0.15987064205998094,-0.7170064466898477,-71.70206649243744,-282.3769251271176
88.0,39.24563654525203,-95.23986652601405,306.0,0.16408520648473263,-1.0516272293706521,-71.52241126823247,88.0,39.24563112588961,-95.23984294205671,287.4118874807665,0.16601615394390926,-1.0455618684476526,-71.51100556479923,-283.04167938281387
89.0,39.24668293634323,-95.23663416820915,306.0,0.1908090891961385,-0.8685807592332969,-71.82163718207677,89.0,39.246677080108284,-95.23660955241108,287.1826271949747,0.19268118816494578,-0.8625001197361994,-71.81026973641175,-282.34531131232137
90.0,39.2477309593183,-95.23340023206447,306.0,0.24143097178817374,-0.725445558843851,-71.81788218939573,90.0,39.24772465950324,-95.23337457145851,286.9543437895212,0.24324646236281827,-0.7193452187451431,-71.8065159277504,-281.51186004325086
91.0,39.24878060659692,-95.23016469097695,306.0,0.9249647782795789,-0.5873739883788748,-71.70558833934409,91.0,39.2487738564963,-95.23013797491781,286.7272818099332,0.9267907907719667,-0.5813098380928423,-71.6942375425504,-280.5408789646764
92.0,39.24983187038986,-95.22692751836632,306.0,1.4888577231625173,-0.8950555352690529,-71.90889895909466,92.0,39.249824663275454,-95.22689972693445,286.50103525125206,1.4907252451661623,-0.8889201529206965,-71.89759292439985,-277.92770332717095
93.0,39.25088474260682,-95.22368868782549,306.0,1.2522957044958714,-0.6652595829770677,-72.1477302058097,93.0,39.2508770753916,-95.22365980703636,286.2765453353356,1.2541400544425796,-0.659071956616556,-72.13643288082736,-274.33227455878324
94.0,39.25193921475672,-95.22044817325974,306.0,1.1758011445020735,-0.853958165147888,-71.87931917412259,94.0,39.251931086109195,-95.22041819002469,286.05413940889355,1.177648501641534,-0.8477861969222397,-71.86795819086116,-270.69116483726157
95.0,39.25299527788512,-95.21720594891609,306.0,1.2022878869242222,-0.5870248213571373,-71.83692417156067,95.0,39.252986683586144,-95.21717484683131,285.83296561000725,1.2041940203149155,-0.5808369337661735,-71.82556055142226,-266.497494081255
96.0,39.25405292257618,-95.21396198930404,306.0,1.2205816585929548,-0.820905486579631,-72.0495282432767,96.0,39.25404386185482,-95.21392975654817,285.61393994380285,1.2224303978918538,-0.8147286064243621,-72.03823559522604,-262.2969979188326
97.0,39.25511213899787,-95.21071626910646,306.0,1.1356560649650134,-0.9062574643117083,-71.97941812213118,97.0,39.255102606679266,-95.21068288821046,285.39836599647276,1.1374750321883573,-0.9000826681976403,-71.9681432212475,-258.1942319333657
98.0,39.256172916953645,-95.20746876316004,306.0,0.9642552730466434,-0.8877182941133203,-71.68529929468644,98.0,39.25616290716397,-95.20743422573058,285.18586159840135,0.9661350288074976,-0.8815414481382486,-71.67402389713662,-253.9622274353859
99.0,39.2572352459091,-95.20421944648484,306.0,0.9686685667103095,-1.0093529753186181,-71.66368439573716,99.0,39.25722475540673,-95.20418373296847,284.9757722204708,0.9705258520299479,-1.0032583217980302,-71.65241199167643,-249.67472090043015
